Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Paul Arizin*,SF,23,PHW,66,2939,25.5,.546,,.579,,,,,,,,,,14.8,1.2,16.0,.261,,,,,
2,Cliff Barker,SG,31,INO,44,494,10.8,.343,,.317,,,,,,,,,,-0.7,0.8,0.1,.008,,,,,
3,Don Barksdale*,PF,28,BLB,62,2014,15.8,.409,,.427,,,,,,,,,,0.2,1.4,1.5,.036,,,,,
4,Leo Barnhorst,SF,27,INO,66,2344,15.9,.419,,.208,,,,,,,,,,1.3,3.5,4.7,.097,,,,,
5,Elmer Behnke,C,22,MLH,4,55,7.8,.319,,.318,,,,,,,,,,-0.2,0.1,-0.1,-0.098,,,,,
6,Charlie Black,F-C,30,MLH,13,117,1.1,.234,,.387,,,,,,,,,,-0.5,0.1,-0.4,-0.148,,,,,
7,Nelson Bobb,PG,27,PHW,62,1192,10.9,.420,,.546,,,,,,,,,,0.7,0.4,1.2,.048,,,,,
8,Vince Boryla,SF,24,NYK,42,1440,12.8,.437,,.220,,,,,,,,,,1.2,0.9,2.1,.069,,,,,
9,Don Boven,SG,26,MLH,66,1982,12.4,.399,,.524,,,,,,,,,,-0.2,1.7,1.5,.036,,,,,
10,Bob Brannum,PF,26,BOS,66,1324,12.4,.423,,.423,,,,,,,,,,0.5,1.5,2.0,.074,,,,,
11,Frankie Brian,SG,28,FTW,66,2672,14.8,.452,,.445,,,,,,,,,,4.3,1.8,6.1,.110,,,,,
12,Stan Brown,F,22,PHW,15,141,6.1,.381,,.286,,,,,,,,,,-0.1,0.0,-0.1,-0.035,,,,,
13,Walt Budko,PF,26,PHW,63,1126,10.2,.455,,.371,,,,,,,,,,1.1,0.4,1.5,.065,,,,,
14,Art Burris,SF,27,TOT,41,514,5.5,.318,,.250,,,,,,,,,,-1.2,0.4,-0.8,-0.073,,,,,
14,Art Burris,SF,27,FTW,29,245,1.9,.268,,.160,,,,,,,,,,-0.9,0.2,-0.7,-0.132,,,,,
14,Art Burris,SF,27,MLH,12,269,8.8,.361,,.333,,,,,,,,,,-0.3,0.2,-0.1,-0.021,,,,,
15,Gerry Calabrese,SG,26,SYR,58,937,9.4,.402,,.325,,,,,,,,,,0.0,0.9,0.9,.046,,,,,
16,Bill Calhoun,SG,24,BLB,55,1594,10.2,.391,,.447,,,,,,,,,,-0.4,0.8,0.4,.012,,,,,
17,Al Cervi*,PG,34,SYR,55,850,21.9,.536,,.886,,,,,,,,,,4.1,1.2,5.3,.297,,,,,
18,Cal Christensen,SF,24,MLH,24,374,10.7,.363,,.594,,,,,,,,,,-0.3,0.4,0.0,.002,,,,,
19,Nathaniel Clifton*,PF,29,NYK,62,2101,16.4,.391,,.351,,,,,,,,,,-0.7,2.3,1.6,.036,,,,,
