Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Mahdi Abdul-Rahman,PG,25,SEA,79,2666,19.4,.497,,.333,,,,27.2,,,,,,3.9,1.4,5.3,.096,,,,,
2,Bud Acton,SF,26,SDR,23,195,9.5,.444,,.392,,,,7.5,,,,,,-0.1,0.2,0.1,.021,,,,,
3,Henry Akin,C,23,SEA,36,259,6.5,.372,,.226,,,,7.0,,,,,,-0.7,0.1,-0.6,-0.103,,,,,
4,Cliff Anderson,SG,23,LAL,18,94,4.5,.315,,.966,,,,20.3,,,,,,-0.3,0.1,-0.2,-0.113,,,,,
5,Al Attles,PG,31,SFW,67,1992,12.5,.515,,.400,,,,24.8,,,,,,2.2,2.9,5.2,.124,,,,,
6,Jim Barnes,PF,26,TOT,79,1425,11.7,.493,,.383,,,,5.1,,,,,,1.1,1.3,2.4,.081,,,,,
6,Jim Barnes,PF,26,LAL,42,713,10.0,.477,,.374,,,,4.6,,,,,,0.2,0.6,0.8,.057,,,,,
6,Jim Barnes,PF,26,CHI,37,712,13.4,.508,,.390,,,,5.5,,,,,,0.8,0.7,1.6,.106,,,,,
7,Dick Barnett,SG,31,NYK,81,2488,16.4,.540,,.380,,,,13.9,,,,,,6.0,1.8,7.7,.149,,,,,
8,Jim Barnett,SG,23,SDR,47,1068,11.2,.435,,.259,,,,17.1,,,,,,-0.6,0.8,0.3,.012,,,,,
9,John Barnhill,PG,29,SDR,75,1883,11.4,.463,,.334,,,,18.4,,,,,,0.3,1.4,1.7,.044,,,,,
10,Elgin Baylor*,SF,33,LAL,77,3029,21.0,.505,,.363,,,,16.4,,,,,,4.9,3.2,8.0,.127,,,,,
11,Zelmo Beaty,C,28,STL,82,3068,19.3,.555,,.437,,,,8.4,,,,,,8.2,3.6,11.8,.185,,,,,
12,Walt Bellamy*,C,28,NYK,82,2695,19.1,.583,,.560,,,,8.3,,,,,,7.9,3.3,11.1,.198,,,,,
13,Dave Bing*,PG,24,DET,79,3209,18.5,.490,,.353,,,,23.0,,,,,,3.8,2.5,6.2,.093,,,,,
14,John Block,C,23,SDR,52,1805,17.1,.505,,.455,,,,5.6,,,,,,2.5,1.6,4.1,.109,,,,,
