Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Paul Arizin*,SF,30,PHW,70,2799,21.9,.519,,.492,,,,,,,,,,10.0,3.0,13.0,.223,,,,,
2,Elgin Baylor*,SF,24,MNL,70,2855,23.6,.488,,.462,,,,,,,,,,7.0,2.8,9.8,.165,,,,,
3,Ernie Beck,SG,27,PHW,70,1017,10.4,.413,,.156,,,,,,,,,,-0.2,1.1,0.9,.045,,,,,
4,Al Bianchi,PG,26,SYR,72,1779,9.5,.425,,.272,,,,,,,,,,0.3,1.5,1.8,.048,,,,,
5,Jerry Bird,F,23,NYK,11,45,12.9,.385,,.031,,,,,,,,,,-0.1,0.0,0.0,-0.043,,,,,
6,Bucky Bockhorn,SG,25,CIN,71,2251,11.1,.423,,.254,,,,,,,,,,0.3,0.8,1.1,.023,,,,,
7,Carl Braun,PG,31,NYK,72,1959,15.2,.483,,.319,,,,,,,,,,3.2,1.3,4.5,.111,,,,,
8,Pete Brennan,F,22,NYK,16,136,7.2,.370,,.581,,,,,,,,,,-0.2,0.1,-0.1,-0.030,,,,,
9,Barney Cable,PF,23,DET,31,271,12.3,.393,,.230,,,,,,,,,,-0.2,0.3,0.1,.017,,,,,
10,Gene Conley,PF,28,BOS,50,663,8.8,.360,,.244,,,,,,,,,,-1.0,1.4,0.4,.025,,,,,
11,Ed Conlin,SG,25,TOT,72,1955,12.3,.423,,.308,,,,,,,,,,0.1,2.0,2.0,.050,,,,,
11,Ed Conlin,F-G,25,SYR,57,1601,11.7,.419,,.295,,,,,,,,,,-0.1,1.6,1.5,.044,,,,,
11,Ed Conlin,SG,25,DET,15,354,15.1,.437,,.360,,,,,,,,,,0.2,0.4,0.5,.074,,,,,
12,Larry Costello,PG,27,SYR,70,2750,15.0,.503,,.368,,,,,,,,,,5.5,3.0,8.5,.149,,,,,
13,Bob Cousy*,PG,30,BOS,65,2403,19.9,.454,,.306,,,,,,,,,,3.3,5.4,8.7,.174,,,,,
14,Archie Dees,PF,22,CIN,68,1252,13.6,.429,,.363,,,,,,,,,,0.2,0.4,0.7,.025,,,,,
15,George Dempsey,PG,29,TOT,57,694,14.6,.506,,.493,,,,,,,,,,1.4,0.8,2.2,.152,,,,,
15,George Dempsey,PG,29,PHW,23,284,15.0,.531,,.440,,,,,,,,,,0.6,0.4,1.0,.168,,,,,
15,George Dempsey,PG,29,SYR,34,410,14.4,.494,,.521,,,,,,,,,,0.7,0.5,1.2,.141,,,,,
16,Connie Dierking,C,22,SYR,64,726,10.7,.417,,.483,,,,,,,,,,-0.1,0.9,0.7,.049,,,,,
17,Walter Dukes,C,28,DET,72,2338,13.9,.423,,.500,,,,,,,,,,-0.1,3.3,3.2,.066,,,,,
18,Boo Ellis,PF,22,MNL,72,1202,14.1,.484,,.380,,,,,,,,,,1.6,0.9,2.5,.101,,,,,
19,Wayne Embry*,C,21,CIN,66,1590,16.3,.446,,.447,,,,,,,,,,1.2,0.7,1.9,.057,,,,,
20,Dick Farley,SG,26,DET,70,1280,12.9,.463,,.415,,,,,,,,,,1.4,1.3,2.8,.104,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
21,Mike Farmer,SF,22,NYK,72,1545,7.9,.402,,.199,,,,,,,,,,-0.6,0.8,0.1,.004,,,,,
22,Ray Felix,C,28,NYK,72,1588,14.0,.445,,.459,,,,,,,,,,1.0,1.0,2.0,.061,,,,,
23,Al Ferrari,SG,25,STL,72,1189,9.7,.437,,.517,,,,,,,,,,0.6,0.9,1.4,.058,,,,,
24,Ed Fleming,SG,25,MNL,71,1132,13.7,.459,,.453,,,,,,,,,,1.1,0.9,2.0,.084,,,,,
