Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Mahdi Abdul-Rahman,SG,22,LAL,66,919,9.3,.415,,.232,,,,20.7,,,,,,-0.3,0.6,0.2,.013,,,,,
2,Jay Arnette,SG,26,CIN,63,662,7.5,.428,,.306,,,,13.5,,,,,,-0.2,0.3,0.1,.009,,,,,
3,Al Attles,PG,28,SFW,73,1733,10.8,.434,,.414,,,,16.6,,,,,,-0.2,1.9,1.7,.048,,,,,
4,Jim Barnes,PF,23,NYK,75,2586,13.7,.469,,.354,,,,5.3,,,,,,1.8,1.6,3.4,.063,,,,,
5,Dick Barnett,SG,28,LAL,74,2026,13.3,.483,,.372,,,,11.6,,,,,,2.5,0.9,3.4,.081,,,,,
6,John Barnhill,SG,26,STL,41,777,10.1,.419,,.224,,,,14.1,,,,,,-0.4,0.8,0.4,.022,,,,,
7,Elgin Baylor*,SF,30,LAL,74,3056,20.5,.463,,.321,,,,15.0,,,,,,2.5,2.4,4.9,.078,,,,,
8,Zelmo Beaty,C,25,STL,80,2916,17.2,.537,,.456,,,,5.6,,,,,,6.8,4.0,10.8,.178,,,,,
9,Walt Bellamy*,C,25,BAL,80,3301,21.7,.559,,.522,,,,8.8,,,,,,11.2,0.9,12.1,.175,,,,,
10,Al Bianchi,PG,32,PHI,60,1116,7.3,.389,,.156,,,,17.4,,,,,,-1.4,0.8,-0.6,-0.025,,,,,
11,Bucky Bockhorn,SG,31,CIN,19,424,9.1,.425,,.248,,,,14.0,,,,,,-0.1,0.2,0.1,.008,,,,,
12,Ron Bonham,SF,22,BOS,37,369,21.6,.509,,.509,,,,7.6,,,,,,1.0,0.8,1.8,.230,,,,,
13,Bob Boozer,SF,27,NYK,80,2139,17.8,.504,,.389,,,,7.7,,,,,,3.9,1.4,5.3,.119,,,,,
14,Gary Bradds,SF,22,BAL,41,335,13.1,.494,,.568,,,,7.6,,,,,,0.4,0.1,0.5,.067,,,,,
15,Bill Bridges,PF,25,STL,79,2362,14.1,.430,,.293,,,,11.4,,,,,,-0.7,3.8,3.1,.063,,,,,
16,Em Bryant,PG,26,NYK,77,1332,7.1,.381,,.305,,,,16.8,,,,,,-1.5,0.8,-0.7,-0.026,,,,,
17,Dave Budd,SF,26,NYK,62,1188,15.2,.532,,.418,,,,7.6,,,,,,2.5,0.7,3.2,.130,,,,,
18,Ed Burton,F,25,STL,7,42,7.8,.390,,.350,,,,7.0,,,,,,-0.1,0.1,0.0,-0.017,,,,,
19,Donnie Butcher,PG,28,DET,71,1157,10.9,.465,,.578,,,,13.6,,,,,,0.7,1.2,1.9,.080,,,,,
20,Al Butler,PG,26,BAL,25,172,5.7,.371,,.205,,,,9.4,,,,,,-0.3,0.0,-0.3,-0.077,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
21,Joe Caldwell,SF,23,DET,66,1543,13.0,.408,,.271,,,,10.8,,,,,,-1.6,1.9,0.3,.008,,,,,
22,Wilt Chamberlain*,C,28,TOT,73,3301,28.6,.513,,.422,,,,13.8,,,,,,9.6,5.5,15.1,.219,,,,,
22,Wilt Chamberlain*,C,28,SFW,38,1743,29.8,.495,,.392,,,,13.6,,,,,,4.3,3.2,7.5,.208,,,,,
22,Wilt Chamberlain*,C,28,PHI,35,1558,27.3,.540,,.470,,,,14.1,,,,,,5.3,2.3,7.6,.233,,,,,
23,Len Chappell,C,24,NYK,43,655,12.9,.436,,.272,,,,3.6,,,,,,-0.2,0.3,0.1,.009,,,,,
24,Larry Costello,PG,33,PHI,64,1967,14.0,.527,,.399,,,,19.3,,,,,,4.1,1.5,5.7,.138,,,,,
25,Mel Counts,C,23,BOS,54,572,13.5,.424,,.272,,,,4.4,,,,,,-0.4,1.8,1.5,.123,,,,,
26,Steve Courtin,SG,22,PHI,24,317,6.9,.450,,.204,,,,9.3,,,,,,0.1,0.2,0.2,.036,,,,,
27,Dave DeBusschere*,PF,24,DET,79,2769,17.4,.476,,.365,,,,12.8,,,,,,2.8,3.7,6.6,.114,,,,,
28,Connie Dierking,C,28,TOT,68,1294,13.2,.438,,.312,,,,7.9,,,,,,-0.1,1.5,1.4,.052,,,,,
28,Connie Dierking,C,28,PHI,38,729,12.1,.426,,.267,,,,8.1,,,,,,-0.3,0.8,0.4,.030,,,,,
28,Connie Dierking,C,28,SFW,30,565,14.5,.454,,.374,,,,7.7,,,,,,0.2,0.8,0.9,.081,,,,,
29,Terry Dischinger,SG,24,DET,80,2698,17.7,.543,,.368,,,,10.7,,,,,,7.7,2.6,10.3,.183,,,,,
30,Bob Duffy,PG,24,DET,4,26,18.4,.497,,.636,,,,25.9,,,,,,0.1,0.0,0.1,.156,,,,,
31,Johnny Egan,PG,26,NYK,74,1664,15.4,.550,,.376,,,,21.6,,,,,,4.1,1.0,5.1,.146,,,,,
32,Leroy Ellis,C,24,LAL,80,2026,14.2,.497,,.406,,,,3.4,,,,,,2.5,1.3,3.8,.090,,,,,
33,Wayne Embry*,C,27,CIN,74,2243,14.2,.504,,.481,,,,5.5,,,,,,3.1,1.4,4.5,.097,,,,,
34,Mike Farmer,SF,28,STL,60,1272,10.7,.455,,.230,,,,9.6,,,,,,0.4,1.4,1.8,.069,,,,,
35,Bob Ferry,PF,27,BAL,77,1280,10.8,.479,,.589,,,,6.1,,,,,,0.9,0.3,1.2,.044,,,,,
36,Dave Gambee,SF,27,PHI,80,1993,14.7,.493,,.426,,,,8.1,,,,,,2.9,1.7,4.6,.110,,,,,
37,Tom Gola*,SG,32,NYK,77,1727,12.0,.506,,.396,,,,17.3,,,,,,2.2,1.2,3.4,.094,,,,,
38,Johnny Green,PF,31,NYK,78,1720,17.5,.493,,.408,,,,11.5,,,,,,2.5,1.3,3.8,.107,,,,,
39,Si Green,PG,31,BAL,70,1086,11.6,.461,,.438,,,,17.4,,,,,,0.6,0.2,0.8,.037,,,,,
40,Jerry Greenspan,SG,23,PHI,5,49,15.7,.726,,.615,,,,0.0,,,,,,0.3,0.0,0.3,.283,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
41,Hal Greer*,SG,28,PHI,70,2600,16.3,.495,,.332,,,,17.9,,,,,,4.4,2.2,6.6,.121,,,,,
42,Jerry Grote,G,24,LAL,11,33,14.9,.589,,.182,,,,17.8,,,,,,0.1,0.0,0.1,.175,,,,,
43,Richie Guerin*,SG,32,STL,57,1678,16.4,.517,,.455,,,,23.9,,,,,,3.7,1.9,5.7,.162,,,,,
44,Cliff Hagan*,SF,33,STL,77,1739,16.5,.491,,.297,,,,12.5,,,,,,2.9,1.8,4.7,.129,,,,,
45,Happy Hairston,PF,22,CIN,61,736,15.0,.439,,.470,,,,5.1,,,,,,-0.1,0.5,0.4,.027,,,,,
46,Reggie Harding,C,22,DET,78,2699,13.0,.435,,.212,,,,8.9,,,,,,-0.4,3.5,3.1,.056,,,,,
