Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,John Abramovic,F,27,PIT,47,,,.289,,.213,,,,,,,,,,-1.1,-0.6,-1.7,,,,,,
2,Chet Aubuchon,G,30,DTF,30,,,.305,,.385,,,,,,,,,,0.2,1.0,1.2,,,,,,
3,Norm Baker,G,23,CHS,4,,,.000,,.000,,,,,,,,,,0.0,0.0,0.0,,,,,,
4,Herschel Baltimore,F,25,STB,58,,,.235,,.262,,,,,,,,,,-1.8,2.1,0.3,,,,,,
5,John Barr,F,28,STB,58,,,.312,,.180,,,,,,,,,,0.8,4.2,5.0,,,,,,
6,Frankie Baumholtz,G,28,CLR,45,,,.341,,.182,,,,,,,,,,3.1,0.7,3.8,,,,,,
7,Moe Becker,G-F,29,TOT,43,,,.215,,.123,,,,,,,,,,-3.0,0.7,-2.4,,,,,,
7,Moe Becker,G-F,29,PIT,17,,,.223,,.131,,,,,,,,,,-1.8,-0.2,-2.0,,,,,,
7,Moe Becker,G-F,29,BOS,6,,,.274,,.182,,,,,,,,,,-0.1,0.1,0.0,,,,,,
7,Moe Becker,G-F,29,DTF,20,,,.184,,.093,,,,,,,,,,-1.2,0.8,-0.4,,,,,,
8,Hank Beenders,C-F,30,PRO,58,,,.316,,.253,,,,,,,,,,1.1,0.0,1.1,,,,,,
9,Hank Biasatti,G,25,TRH,6,,,.444,,.800,,,,,,,,,,0.1,0.0,0.1,,,,,,
10,Al Brightman,F,23,BOS,58,,,.297,,.222,,,,,,,,,,-0.5,0.9,0.4,,,,,,
11,Aud Brindley,F,23,NYK,12,,,.326,,.143,,,,,,,,,,0.1,0.1,0.2,,,,,,
12,Harold Brown,G,23,DTF,54,,,.304,,.305,,,,,,,,,,0.2,2.6,2.9,,,,,,
13,Leon Brown,F,27,CLR,5,,,.000,,.000,,,,,,,,,,-0.1,0.0,-0.1,,,,,,
14,Tommy Byrnes,F-G,23,NYK,60,,,.347,,.274,,,,,,,,,,2.8,1.3,4.0,,,,,,
