1,Mahmoud Abdul-Rauf,1997-1998,SAC
2,Tariq Abdul-Wahad,1997-1998,SAC
3,Shareef Abdur-Rahim,1997-1998,VAN
4,Cory Alexander,1997-1998,SAS
4,Cory Alexander,1997-1998,DEN
5,Ray Allen,1997-1998,MIL
6,Derek Anderson,1997-1998,CLE
7,Greg Anderson,1997-1998,ATL
8,Kenny Anderson,1997-1998,POR
8,Kenny Anderson,1997-1998,BOS
9,Nick Anderson,1997-1998,ORL
10,Shandon Anderson,1997-1998,UTA
11,Chris Anstey,1997-1998,DAL
12,Greg Anthony,1997-1998,SEA
13,B.J. Armstrong,1997-1998,GSW
13,B.J. Armstrong,1997-1998,CHH
14,Darrell Armstrong,1997-1998,ORL
15,Vincent Askew,1997-1998,POR
16,Keith Askins,1997-1998,MIA
17,Stacey Augmon,1997-1998,POR
18,Isaac Austin,1997-1998,MIA
18,Isaac Austin,1997-1998,LAC
19,Vin Baker,1997-1998,SEA
20,Charles Barkley*,1997-1998,HOU
21,Dana Barros,1997-1998,BOS
22,Brent Barry,1997-1998,MIA
22,Brent Barry,1997-1998,LAC
23,Drew Barry,1997-1998,ATL
24,Jon Barry,1997-1998,LAL
25,Tony Battie,1997-1998,DEN
26,Corey Beck,1997-1998,CHH
27,Benoit Benjamin,1997-1998,PHI
28,Mario Bennett,1997-1998,LAL
29,David Benoit,1997-1998,ORL
29,David Benoit,1997-1998,NJN
30,Travis Best,1997-1998,IND
31,Chauncey Billups,1997-1998,TOR
31,Chauncey Billups,1997-1998,BOS
32,Mookie Blaylock,1997-1998,ATL
33,Corie Blount,1997-1998,LAL
34,Muggsy Bogues,1997-1998,GSW
34,Muggsy Bogues,1997-1998,CHH
35,Etdrick Bohannon,1997-1998,IND
36,Keith Booth,1997-1998,CHI
37,Bruce Bowen,1997-1998,BOS
38,Anthony Bowie,1997-1998,NYK
39,Shawn Bradley,1997-1998,DAL
40,Terrell Brandon,1997-1998,MIL
41,Tim Breaux,1997-1998,MIL
42,Scott Brooks,1997-1998,CLE
43,Chucky Brown,1997-1998,ATL
44,Dee Brown,1997-1998,TOR
44,Dee Brown,1997-1998,BOS
45,P.J. Brown,1997-1998,MIA
46,Randy Brown,1997-1998,CHI
47,Rick Brunson,1997-1998,POR
48,Kobe Bryant,1997-1998,LAL
49,Mark Bryant,1997-1998,PHO
50,Jud Buechler,1997-1998,CHI
51,Matt Bullard,1997-1998,HOU
52,Scott Burrell,1997-1998,CHI
53,Willie Burton,1997-1998,SAS
54,Mitchell Butler,1997-1998,CLE
55,Jason Caffey,1997-1998,GSW
55,Jason Caffey,1997-1998,CHI
56,Michael Cage,1997-1998,NJN
57,Adrian Caldwell,1997-1998,DAL
58,Marcus Camby,1997-1998,TOR
59,Elden Campbell,1997-1998,LAL
60,Antoine Carr,1997-1998,UTA
61,Chris Carr,1997-1998,MIN
62,Sam Cassell,1997-1998,NJN
63,Kelvin Cato,1997-1998,POR
64,Duane Causwell,1997-1998,MIA
65,Cedric Ceballos,1997-1998,PHO
65,Cedric Ceballos,1997-1998,DAL
66,Tom Chambers,1997-1998,PHI
67,Rex Chapman,1997-1998,PHO
68,Calbert Cheaney,1997-1998,WAS
69,Pete Chilcutt,1997-1998,VAN
70,Chris Childs,1997-1998,NYK
71,Doug Christie,1997-1998,TOR
72,Keith Closs,1997-1998,LAC
73,Derrick Coleman,1997-1998,PHI
74,Bimbo Coles,1997-1998,GSW
75,James Collins,1997-1998,LAC
76,Marty Conlon,1997-1998,MIA
77,Tyrone Corbin,1997-1998,ATL
78,James Cotton,1997-1998,SEA
79,Chris Crawford,1997-1998,ATL
80,Austin Croshere,1997-1998,IND
81,John Crotty,1997-1998,POR
