1,Paul Arizin*,1955-1956,PHW
2,Jesse Arnelle,1955-1956,FTW
3,Dick Atha,1955-1956,NYK
4,Jim Baechtold,1955-1956,NYK
5,Ernie Barrett,1955-1956,BOS
6,Ernie Beck,1955-1956,PHW
7,Don Bielke,1955-1956,FTW
8,Carl Braun,1955-1956,NYK
9,Frankie Brian,1955-1956,FTW
10,Nathaniel Clifton*,1955-1956,NYK
11,Jack Coleman,1955-1956,STL
11,Jack Coleman,1955-1956,ROC
12,Ed Conlin,1955-1956,SYR
13,Chuck Cooper*,1955-1956,STL
13,Chuck Cooper*,1955-1956,FTW
14,Bob Cousy*,1955-1956,BOS
15,Red Davis,1955-1956,ROC
16,Walt Davis,1955-1956,PHW
17,George Dempsey,1955-1956,PHW
18,Corky Devlin,1955-1956,FTW
19,Walter Dukes,1955-1956,NYK
20,Dick Farley,1955-1956,SYR
21,Ron Feiereisel,1955-1956,MNL
22,Ray Felix,1955-1956,NYK
23,Al Ferrari,1955-1956,STL
24,Ed Fleming,1955-1956,ROC
25,Larry Foust,1955-1956,FTW
26,Harry Gallatin*,1955-1956,NYK
27,Dick Garmaker,1955-1956,MNL
28,Jack George,1955-1956,PHW
29,Tom Gola*,1955-1956,PHW
30,Joe Graboski,1955-1956,PHW
31,Alex Hannum*,1955-1956,STL
32,Chris Harris,1955-1956,STL
32,Chris Harris,1955-1956,ROC
33,Bob Harrison,1955-1956,STL
34,Dick Hemric,1955-1956,BOS
35,Larry Hennessy,1955-1956,PHW
36,Lew Hitch,1955-1956,MNL
38,Johnny Horan,1955-1956,MNL
38,Johnny Horan,1955-1956,FTW
39,Bob Houbregs*,1955-1956,FTW
40,Mel Hutchins,1955-1956,FTW
41,Neil Johnston*,1955-1956,PHW
42,Ed Kalafat,1955-1956,MNL
43,Billy Kenville,1955-1956,SYR
44,Red Kerr,1955-1956,SYR
45,George King,1955-1956,SYR
46,Earl Lloyd*,1955-1956,SYR
47,Jim Loscutoff,1955-1956,BOS
48,Clyde Lovellette*,1955-1956,MNL
49,Ed Macauley*,1955-1956,BOS
50,Slater Martin*,1955-1956,MNL
51,Dick McGuire*,1955-1956,NYK
52,Jack McMahon,1955-1956,STL
52,Jack McMahon,1955-1956,ROC
53,Monk Meineke,1955-1956,ROC
54,Chuck Mencel,1955-1956,MNL
55,George Mikan*,1955-1956,MNL
56,Vern Mikkelsen*,1955-1956,MNL
57,Jackie Moore,1955-1956,PHW
58,Red Morrison,1955-1956,BOS
59,Jack Nichols,1955-1956,BOS
60,Chuck Noble,1955-1956,FTW
61,Togo Palazzi,1955-1956,BOS
62,Med Park,1955-1956,STL
63,Bob Peterson,1955-1956,NYK
64,Bob Pettit*,1955-1956,STL
65,Andy Phillip*,1955-1956,FTW
66,Richie Regan,1955-1956,ROC
67,Dick Ricketts,1955-1956,STL
67,Dick Ricketts,1955-1956,ROC
68,Arnie Risen*,1955-1956,BOS
69,Red Rocha,1955-1956,SYR
70,Bob Santini,1955-1956,NYK
71,Bob Schafer,1955-1956,STL
71,Bob Schafer,1955-1956,PHW
72,Dolph Schayes*,1955-1956,SYR
73,Dick Schnittker,1955-1956,MNL
74,Kenny Sears,1955-1956,NYK
75,Frank Selvy,1955-1956,STL
76,Paul Seymour,1955-1956,SYR
77,Chuck Share,1955-1956,STL
78,Bill Sharman*,1955-1956,BOS
79,Gene Shue,1955-1956,NYK
80,Connie Simmons,1955-1956,ROC
81,Whitey Skoog,1955-1956,MNL
82,Odie Spears,1955-1956,FTW
83,Art Spoelstra,1955-1956,ROC
84,Jack Stephens,1955-1956,STL
85,Maurice Stokes*,1955-1956,ROC
86,Jim Tucker,1955-1956,SYR
87,Jack Twyman*,1955-1956,ROC
88,Ernie Vandeweghe,1955-1956,NYK
89,Bobby Wanzer*,1955-1956,ROC
90,Bob Williams,1955-1956,MNL
91,George Yardley*,1955-1956,FTW
92,Max Zaslofsky,1955-1956,FTW
