1,Mahdi Abdul-Rahman,1966-1967,LAL
2,Henry Akin,1966-1967,NYK
3,Al Attles,1966-1967,SFW
4,Johnny Austin,1966-1967,BAL
5,Jim Barnes,1966-1967,LAL
6,Dick Barnett,1966-1967,NYK
7,Jim Barnett,1966-1967,BOS
8,John Barnhill,1966-1967,BAL
9,Rick Barry*,1966-1967,SFW
10,Elgin Baylor*,1966-1967,LAL
11,Zelmo Beaty,1966-1967,STL
12,Walt Bellamy*,1966-1967,NYK
13,Dave Bing*,1966-1967,DET
14,John Block,1966-1967,LAL
15,Bob Boozer,1966-1967,CHI
16,Nate Bowman,1966-1967,CHI
17,Bill Bridges,1966-1967,STL
18,Em Bryant,1966-1967,NYK
19,Joe Caldwell,1966-1967,STL
20,Wilt Chamberlain*,1966-1967,PHI
21,Jerry Chambers,1966-1967,LAL
22,Len Chappell,1966-1967,CIN
22,Len Chappell,1966-1967,CHI
23,Archie Clark,1966-1967,LAL
24,Barry Clemens,1966-1967,CHI
25,Larry Costello,1966-1967,PHI
26,Mel Counts,1966-1967,LAL
26,Mel Counts,1966-1967,BAL
27,Freddie Crawford,1966-1967,NYK
28,Billy Cunningham*,1966-1967,PHI
29,Dave DeBusschere*,1966-1967,DET
30,Dave Deutsch,1966-1967,NYK
31,Connie Dierking,1966-1967,CIN
32,Johnny Egan,1966-1967,BAL
33,Joe Ellis,1966-1967,SFW
34,Leroy Ellis,1966-1967,BAL
35,Wayne Embry*,1966-1967,BOS
36,Keith Erickson,1966-1967,CHI
37,Bob Ferry,1966-1967,BAL
38,Hank Finkel,1966-1967,LAL
39,Dave Gambee,1966-1967,PHI
40,Gail Goodrich*,1966-1967,LAL
41,Johnny Green,1966-1967,BAL
42,Hal Greer*,1966-1967,PHI
43,Richie Guerin*,1966-1967,STL
44,Matt Guokas,1966-1967,PHI
45,Happy Hairston,1966-1967,CIN
46,Reggie Harding,1966-1967,DET
47,John Havlicek*,1966-1967,BOS
48,Tom Hawkins,1966-1967,LAL
49,Fred Hetzel,1966-1967,SFW
50,Wayne Hightower,1966-1967,DET
50,Wayne Hightower,1966-1967,BAL
51,Bob Hogsett,1966-1967,DET
52,Tom Hoover,1966-1967,STL
53,Bailey Howell*,1966-1967,BOS
54,Lou Hudson,1966-1967,STL
55,Darrall Imhoff,1966-1967,LAL
56,Luke Jackson,1966-1967,PHI
57,Gus Johnson*,1966-1967,BAL
58,Neil Johnson,1966-1967,NYK
59,K.C. Jones*,1966-1967,BOS
60,Sam Jones*,1966-1967,BOS
61,Wali Jones,1966-1967,PHI
62,Toby Kimball,1966-1967,BOS
63,Jim King,1966-1967,SFW
64,Don Kojis,1966-1967,CHI
65,Howard Komives,1966-1967,NYK
66,Tommy Kron,1966-1967,STL
67,Rudy LaRusso,1966-1967,LAL
68,Clyde Lee,1966-1967,SFW
69,George Lee,1966-1967,SFW
70,Freddie Lewis,1966-1967,CIN
71,Kevin Loughery,1966-1967,BAL
72,Bob Love,1966-1967,CIN
73,Jerry Lucas*,1966-1967,CIN
74,Jack Marin,1966-1967,BAL
75,Jon McGlocklin,1966-1967,CIN
76,McCoy McLemore,1966-1967,CHI
77,Bill Melchionni,1966-1967,PHI
78,Tom Meschery,1966-1967,SFW
79,Eddie Miles,1966-1967,DET
80,Wayne Molis,1966-1967,NYK
81,Erwin Mueller,1966-1967,CHI
82,Jeff Mullins,1966-1967,SFW
83,Dorie Murrey,1966-1967,DET
84,Don Nelson*,1966-1967,BOS
85,Paul Neumann,1966-1967,SFW
86,Don Ohl,1966-1967,BAL
87,Bud Olsen,1966-1967,SFW
88,Ron Reed,1966-1967,DET
89,Willis Reed*,1966-1967,NYK
90,Oscar Robertson*,1966-1967,CIN
91,Flynn Robinson,1966-1967,CIN
92,Guy Rodgers*,1966-1967,CHI
93,Bill Russell*,1966-1967,BOS
94,Cazzie Russell,1966-1967,NYK
95,Tom Sanders*,1966-1967,BOS
96,Dave Schellhase,1966-1967,CHI
97,Ray Scott,1966-1967,DET
97,Ray Scott,1966-1967,BAL
98,Larry Siegfried,1966-1967,BOS
99,Paul Silas,1966-1967,STL
100,Jerry Sloan*,1966-1967,CHI
101,Adrian Smith,1966-1967,CIN
102,Dick Snyder,1966-1967,STL
103,Dave Stallworth,1966-1967,NYK
104,Joe Strawder,1966-1967,DET
105,Rod Thorn,1966-1967,STL
106,Nate Thurmond*,1966-1967,SFW
107,Gene Tormohlen,1966-1967,STL
108,John Tresvant,1966-1967,DET
109,Dick Van Arsdale,1966-1967,NYK
110,Tom Van Arsdale,1966-1967,DET
111,Chico Vaughn,1966-1967,DET
112,Chet Walker*,1966-1967,PHI
113,Gerry Ward,1966-1967,CHI
114,Jim Ware,1966-1967,CIN
115,Ben Warley,1966-1967,BAL
116,Bob Warlick,1966-1967,SFW
117,Jim Washington,1966-1967,CHI
118,Ron Watts,1966-1967,BOS
119,Bob Weiss,1966-1967,PHI
120,Walt Wesley,1966-1967,CIN
121,Jerry West*,1966-1967,LAL
122,Lenny Wilkens*,1966-1967,STL
123,George Wilson,1966-1967,CIN
123,George Wilson,1966-1967,CHI
