1,Shareef Abdur-Rahim,2003-2004,ATL
1,Shareef Abdur-Rahim,2003-2004,POR
2,Malik Allen,2003-2004,MIA
3,Ray Allen,2003-2004,SEA
4,Rafer Alston,2003-2004,MIA
5,Chris Andersen,2003-2004,DEN
6,Derek Anderson,2003-2004,POR
7,Kenny Anderson,2003-2004,IND
8,Shandon Anderson,2003-2004,NYK
9,Carmelo Anthony,2003-2004,DEN
10,Robert Archibald,2003-2004,ORL
10,Robert Archibald,2003-2004,PHO
10,Robert Archibald,2003-2004,TOR
11,Gilbert Arenas,2003-2004,WAS
12,Brandon Armstrong,2003-2004,NJN
13,Darrell Armstrong,2003-2004,NOH
14,Carlos Arroyo,2003-2004,UTA
15,Chucky Atkins,2003-2004,BOS
15,Chucky Atkins,2003-2004,DET
16,Stacey Augmon,2003-2004,NOH
17,Vin Baker,2003-2004,BOS
17,Vin Baker,2003-2004,NYK
18,Marcus Banks,2003-2004,BOS
19,Leandro Barbosa,2003-2004,PHO
20,Matt Barnes,2003-2004,LAC
21,Dana Barros,2003-2004,BOS
22,Brent Barry,2003-2004,SEA
23,Jon Barry,2003-2004,DEN
24,Mengke Bateer,2003-2004,TOR
25,Tony Battie,2003-2004,BOS
25,Tony Battie,2003-2004,CLE
26,Shane Battier,2003-2004,MEM
27,Lonny Baxter,2003-2004,CHI
27,Lonny Baxter,2003-2004,TOR
27,Lonny Baxter,2003-2004,WAS
28,Jerome Beasley,2003-2004,MIA
29,Raja Bell,2003-2004,UTA
30,Troy Bell,2003-2004,MEM
31,Jonathan Bender,2003-2004,IND
32,Travis Best,2003-2004,DAL
33,Mike Bibby,2003-2004,SAC
34,Chauncey Billups,2003-2004,DET
35,Steve Blake,2003-2004,WAS
36,Corie Blount,2003-2004,CHI
36,Corie Blount,2003-2004,TOR
37,Mark Blount,2003-2004,BOS
38,Keith Bogans,2003-2004,ORL
39,Calvin Booth,2003-2004,SEA
40,Carlos Boozer,2003-2004,CLE
41,Curtis Borchardt,2003-2004,UTA
42,Chris Bosh,2003-2004,TOR
43,Ruben Boumtje-Boumtje,2003-2004,POR
44,Bruce Bowen,2003-2004,SAS
45,Ryan Bowen,2003-2004,DEN
46,Earl Boykins,2003-2004,DEN
47,Michael Bradley,2003-2004,ATL
47,Michael Bradley,2003-2004,TOR
48,Shawn Bradley,2003-2004,DAL
49,Torraye Braggs,2003-2004,HOU
49,Torraye Braggs,2003-2004,WAS
50,Elton Brand,2003-2004,LAC
51,J.R. Bremer,2003-2004,CLE
51,J.R. Bremer,2003-2004,GSW
52,Jamison Brewer,2003-2004,IND
53,Primoz Brezec,2003-2004,IND
54,Damone Brown,2003-2004,NJN
55,Devin Brown,2003-2004,SAS
56,Kedrick Brown,2003-2004,BOS
56,Kedrick Brown,2003-2004,CLE
57,Kwame Brown,2003-2004,WAS
58,P.J. Brown,2003-2004,NOH
59,Tierre Brown,2003-2004,NOH
60,Rick Brunson,2003-2004,CHI
60,Rick Brunson,2003-2004,TOR
61,Kobe Bryant,2003-2004,LAL
62,Greg Buckner,2003-2004,PHI
63,Rodney Buford,2003-2004,SAC
64,Caron Butler,2003-2004,MIA
65,Mitchell Butler,2003-2004,WAS
66,Rasual Butler,2003-2004,MIA
67,Zarko Cabarkapa,2003-2004,PHO
68,Marcus Camby,2003-2004,DEN
69,Elden Campbell,2003-2004,DET
70,Brian Cardinal,2003-2004,GSW
71,Matt Carroll,2003-2004,POR
71,Matt Carroll,2003-2004,SAS
72,Anthony Carter,2003-2004,SAS
73,Maurice Carter,2003-2004,LAL
73,Maurice Carter,2003-2004,NOH
74,Vince Carter,2003-2004,TOR
75,Sam Cassell,2003-2004,MIN
76,Kelvin Cato,2003-2004,HOU
77,Tyson Chandler,2003-2004,CHI
78,Calbert Cheaney,2003-2004,GSW
79,Doug Christie,2003-2004,SAC
80,Keon Clark,2003-2004,UTA
81,Speedy Claxton,2003-2004,GSW
82,Mateen Cleaves,2003-2004,CLE
83,Derrick Coleman,2003-2004,PHI
84,Bimbo Coles,2003-2004,MIA
85,Jason Collier,2003-2004,ATL
86,Jarron Collins,2003-2004,UTA
