1,Kareem Abdul-Jabbar*,1983-1984,LAL
2,Alvan Adams,1983-1984,PHO
3,Mark Aguirre,1983-1984,DAL
4,Danny Ainge,1983-1984,BOS
5,J.J. Anderson,1983-1984,UTA
6,Richard Anderson,1983-1984,DEN
7,Tiny Archibald*,1983-1984,MIL
8,Ken Austin,1983-1984,DET
9,John Bagley,1983-1984,CLE
10,James Bailey,1983-1984,HOU
11,Thurl Bailey,1983-1984,UTA
12,Greg Ballard,1983-1984,WSB
13,Gene Banks,1983-1984,SAS
14,Dave Batton,1983-1984,SAS
15,Kent Benson,1983-1984,DET
16,Larry Bird*,1983-1984,BOS
17,Otis Birdsong,1983-1984,NJN
18,Rolando Blackman,1983-1984,DAL
19,Tom Boswell,1983-1984,UTA
20,Charles Bradley,1983-1984,SEA
21,Mike Bratz,1983-1984,GSW
22,Randy Breuer,1983-1984,MIL
23,Ron Brewer,1983-1984,SAS
23,Ron Brewer,1983-1984,GSW
24,Junior Bridgeman,1983-1984,MIL
25,Michael Brooks,1983-1984,SDC
26,Fred Brown,1983-1984,SEA
27,Rickey Brown,1983-1984,ATL
28,Wallace Bryant,1983-1984,CHI
29,Quinn Buckner,1983-1984,BOS
30,Don Buse,1983-1984,KCK
31,Kenny Carr,1983-1984,POR
32,M.L. Carr,1983-1984,BOS
33,Joe Barry Carroll,1983-1984,GSW
34,Butch Carter,1983-1984,IND
35,Howard Carter,1983-1984,DEN
36,Bill Cartwright,1983-1984,NYK
37,Harvey Catchings,1983-1984,MIL
38,Tom Chambers,1983-1984,SEA
39,Maurice Cheeks,1983-1984,PHI
40,Carlos Clark,1983-1984,BOS
41,Don Collins,1983-1984,GSW
42,Leroy Combs,1983-1984,IND
43,Lester Conner,1983-1984,GSW
44,Darwin Cook,1983-1984,NJN
45,Jeff Cook,1983-1984,CLE
46,Michael Cooper,1983-1984,LAL
47,Wayne Cooper,1983-1984,POR
48,Dave Corzine,1983-1984,CHI
49,Charlie Criss,1983-1984,MIL
