1,Zaid Abdul-Aziz,1975-1976,SEA
2,Kareem Abdul-Jabbar*,1975-1976,LAL
3,Alvan Adams,1975-1976,PHO
4,Don Adams,1975-1976,BUF
5,Lucius Allen,1975-1976,LAL
6,Dan Anderson,1975-1976,POR
7,Jerome Anderson,1975-1976,BOS
8,Tiny Archibald*,1975-1976,KCK
9,Jim Ard,1975-1976,BOS
10,Dennis Awtrey,1975-1976,PHO
11,Gus Bailey,1975-1976,HOU
12,Mike Bantom,1975-1976,SEA
12,Mike Bantom,1975-1976,PHO
13,Jim Barnett,1975-1976,NYK
14,Rick Barry*,1975-1976,GSW
15,Jerry Baskerville,1975-1976,PHI
16,Butch Beard,1975-1976,NYK
16,Butch Beard,1975-1976,CLE
17,Ron Behagen,1975-1976,NOJ
18,Dennis Bell,1975-1976,NYK
19,Leon Benbow,1975-1976,CHI
20,Henry Bibby,1975-1976,NOJ
21,Bob Bigelow,1975-1976,KCK
22,Dave Bing*,1975-1976,WSB
23,John Block,1975-1976,CHI
24,Tom Boerwinkle,1975-1976,CHI
25,Tom Boswell,1975-1976,BOS
26,Freddie Boyd,1975-1976,PHI
26,Freddie Boyd,1975-1976,NOJ
27,Bill Bradley*,1975-1976,NYK
28,Jim Brewer,1975-1976,CLE
29,Junior Bridgeman,1975-1976,MIL
30,Gary Brokaw,1975-1976,MIL
31,Fred Brown,1975-1976,SEA
32,John Brown,1975-1976,ATL
33,Roger Brown,1975-1976,DET
34,Joe Bryant,1975-1976,PHI
35,Tom Burleson,1975-1976,SEA
36,Corky Calhoun,1975-1976,LAL
37,Al Carlson,1975-1976,SEA
38,Austin Carr,1975-1976,CLE
39,Fred Carter,1975-1976,PHI
40,Harvey Catchings,1975-1976,PHI
41,Ken Charles,1975-1976,BUF
42,Phil Chenier,1975-1976,WSB
43,Jim Chones,1975-1976,CLE
44,Archie Clark,1975-1976,DET
45,Jim Cleamons,1975-1976,CLE
46,Barry Clemens,1975-1976,POR
47,E.C. Coleman,1975-1976,NOJ
48,Doug Collins,1975-1976,PHI
49,Mel Counts,1975-1976,NOJ
50,Dave Cowens*,1975-1976,BOS
51,Jim Creighton,1975-1976,ATL
52,Billy Cunningham*,1975-1976,PHI
53,Mike D'Antoni,1975-1976,KCK
54,Bob Dandridge,1975-1976,MIL
55,Dwight Davis,1975-1976,GSW
56,Mel Davis,1975-1976,NYK
57,Mickey Davis,1975-1976,MIL
58,Darryl Dawkins,1975-1976,PHI
59,Rod Derline,1975-1976,SEA
60,Henry Dickerson,1975-1976,DET
61,Derrek Dickey,1975-1976,GSW
62,Ernie DiGregorio,1975-1976,BUF
63,John Drew,1975-1976,ATL
64,Charles Dudley,1975-1976,GSW
65,Dennis DuVal,1975-1976,ATL
66,Al Eberhard,1975-1976,DET
67,Leroy Ellis,1975-1976,PHI
68,Keith Erickson,1975-1976,PHO
69,Eric Fernsten,1975-1976,CLE
69,Eric Fernsten,1975-1976,CHI
