1,Al Attles,1962-1963,SFW
2,Dick Barnett,1962-1963,LAL
3,John Barnhill,1962-1963,STL
4,Elgin Baylor*,1962-1963,LAL
5,Zelmo Beaty,1962-1963,STL
6,Walt Bellamy*,1962-1963,CHZ
7,Al Bianchi,1962-1963,SYR
8,Bucky Bockhorn,1962-1963,CIN
9,Bob Boozer,1962-1963,CIN
10,Bill Bridges,1962-1963,STL
11,Joe Buckhalter,1962-1963,CIN
12,Cleveland Buckner,1962-1963,NYK
13,Dave Budd,1962-1963,NYK
14,Donnie Butcher,1962-1963,NYK
15,Al Butler,1962-1963,NYK
16,Barney Cable,1962-1963,STL
16,Barney Cable,1962-1963,CHZ
17,Wilt Chamberlain*,1962-1963,SFW
18,Len Chappell,1962-1963,SYR
19,Gene Conley,1962-1963,NYK
20,Larry Costello,1962-1963,SYR
21,Bob Cousy*,1962-1963,BOS
22,Johnny Cox,1962-1963,CHZ
23,Dave DeBusschere*,1962-1963,DET
24,Terry Dischinger,1962-1963,CHZ
25,Danny Doyle,1962-1963,DET
26,Bob Duffy,1962-1963,STL
27,Walter Dukes,1962-1963,DET
28,Johnny Egan,1962-1963,DET
29,Leroy Ellis,1962-1963,LAL
30,Wayne Embry*,1962-1963,CIN
31,Mike Farmer,1962-1963,STL
32,Dave Fedor,1962-1963,SFW
33,Al Ferrari,1962-1963,CHZ
34,Bob Ferry,1962-1963,DET
35,Jack Foley,1962-1963,NYK
35,Jack Foley,1962-1963,BOS
36,Dave Gambee,1962-1963,SYR
37,Tom Gola*,1962-1963,SFW
37,Tom Gola*,1962-1963,NYK
38,Johnny Green,1962-1963,NYK
39,Si Green,1962-1963,CHZ
40,Hal Greer*,1962-1963,SYR
41,Gene Guarilia,1962-1963,BOS
42,Richie Guerin*,1962-1963,NYK
43,Dave Gunther,1962-1963,SFW
44,Cliff Hagan*,1962-1963,STL
45,Charlie Hardnett,1962-1963,CHZ
46,John Havlicek*,1962-1963,BOS
47,Tom Hawkins,1962-1963,CIN
48,Tom Heinsohn*,1962-1963,BOS
49,Wayne Hightower,1962-1963,SFW
50,Paul Hogue,1962-1963,NYK
51,Ron Horn,1962-1963,LAL
52,Bailey Howell*,1962-1963,DET
53,Hot Rod Hundley,1962-1963,LAL
54,Darrall Imhoff,1962-1963,DET
55,Howie Jolliff,1962-1963,LAL
56,K.C. Jones*,1962-1963,BOS
57,Sam Jones*,1962-1963,BOS
58,Willie Jones,1962-1963,DET
59,Phil Jordon,1962-1963,STL
60,Red Kerr,1962-1963,SYR
61,Maury King,1962-1963,CHZ
62,Jim Krebs,1962-1963,LAL
63,Fred LaCour,1962-1963,SFW
64,Rudy LaRusso,1962-1963,LAL
65,George Lee,1962-1963,SFW
66,Slick Leonard*,1962-1963,CHZ
67,Jim Loscutoff,1962-1963,BOS
68,Kevin Loughery,1962-1963,DET
69,Clyde Lovellette*,1962-1963,BOS
70,Ted Luckenbill,1962-1963,SFW
71,Nick Mantis,1962-1963,STL
71,Nick Mantis,1962-1963,CHZ
72,Bill McGill,1962-1963,CHZ
73,Porter Meriwether,1962-1963,SYR
74,Tom Meschery,1962-1963,SFW
75,Howie Montgomery,1962-1963,SFW
76,Jackie Moreland,1962-1963,DET
77,Willie Naulls,1962-1963,SFW
77,Willie Naulls,1962-1963,NYK
78,Don Nelson*,1962-1963,CHZ
79,Paul Neumann,1962-1963,SYR
80,Bevo Nordmann,1962-1963,STL
80,Bevo Nordmann,1962-1963,NYK
81,Mel Nowell,1962-1963,CHZ
82,Don Ohl,1962-1963,DET
83,Bud Olsen,1962-1963,CIN
84,Bob Pettit*,1962-1963,STL
85,Gary Phillips,1962-1963,SFW
86,Dave Piontek,1962-1963,CIN
87,Frank Ramsey*,1962-1963,BOS
88,Hub Reed,1962-1963,CIN
89,Joe Roberts,1962-1963,SYR
90,Oscar Robertson*,1962-1963,CIN
91,Guy Rodgers*,1962-1963,SFW
92,John Rudometkin,1962-1963,NYK
93,Bill Russell*,1962-1963,BOS
94,Tom Sanders*,1962-1963,BOS
95,Woody Sauldsberry,1962-1963,STL
95,Woody Sauldsberry,1962-1963,CHZ
96,Dolph Schayes*,1962-1963,SYR
97,Ray Scott,1962-1963,DET
98,Kenny Sears,1962-1963,SFW
98,Kenny Sears,1962-1963,NYK
99,Frank Selvy,1962-1963,LAL
100,Lee Shaffer,1962-1963,SYR
101,Gene Shue,1962-1963,NYK
102,Jeff Slade,1962-1963,CHZ
103,Adrian Smith,1962-1963,CIN
104,Larry Staverman,1962-1963,CHZ
105,Tom Stith,1962-1963,NYK
106,Dan Swartz,1962-1963,BOS
107,Dan Tieman,1962-1963,CIN
108,Gene Tormohlen,1962-1963,STL
109,Jack Twyman*,1962-1963,CIN
110,Chico Vaughn,1962-1963,STL
111,Chet Walker*,1962-1963,SYR
112,Ben Warley,1962-1963,SYR
113,Ralph Wells,1962-1963,CHZ
114,Jerry West*,1962-1963,LAL
115,Hubie White,1962-1963,SFW
116,Gene Wiley,1962-1963,LAL
117,Lenny Wilkens*,1962-1963,STL
