1,Gary Alcorn,1959-1960,DET
2,Bob Anderegg,1959-1960,NYK
3,Paul Arizin*,1959-1960,PHW
4,Dick Barnett,1959-1960,SYR
5,Elgin Baylor*,1959-1960,MNL
6,Ernie Beck,1959-1960,PHW
7,Whitey Bell,1959-1960,NYK
8,Al Bianchi,1959-1960,SYR
9,Bucky Bockhorn,1959-1960,CIN
10,Carl Braun,1959-1960,NYK
11,Barney Cable,1959-1960,SYR
11,Barney Cable,1959-1960,DET
12,Wilt Chamberlain*,1959-1960,PHW
13,Gene Conley,1959-1960,BOS
14,Ed Conlin,1959-1960,DET
15,Larry Costello,1959-1960,SYR
16,Bob Cousy*,1959-1960,BOS
17,Archie Dees,1959-1960,DET
18,Connie Dierking,1959-1960,SYR
19,Walter Dukes,1959-1960,DET
20,Boo Ellis,1959-1960,MNL
21,Wayne Embry*,1959-1960,CIN
22,Mike Farmer,1959-1960,NYK
23,Ray Felix,1959-1960,NYK
23,Ray Felix,1959-1960,MNL
24,Al Ferrari,1959-1960,STL
25,Bob Ferry,1959-1960,STL
26,Ed Fleming,1959-1960,MNL
29,Dick Garmaker,1959-1960,NYK
29,Dick Garmaker,1959-1960,MNL
30,Jack George,1959-1960,NYK
31,Tom Gola*,1959-1960,PHW
32,Joe Graboski,1959-1960,PHW
33,Johnny Green,1959-1960,NYK
34,Si Green,1959-1960,STL
35,Hal Greer*,1959-1960,SYR
36,Gene Guarilia,1959-1960,BOS
37,Richie Guerin*,1959-1960,NYK
38,Cliff Hagan*,1959-1960,STL
39,Steve Hamilton,1959-1960,MNL
40,Vern Hatton,1959-1960,PHW
41,Tom Hawkins,1959-1960,MNL
42,Tom Heinsohn*,1959-1960,BOS
43,Bob Hopkins,1959-1960,SYR
44,Bailey Howell*,1959-1960,DET
45,Hot Rod Hundley,1959-1960,MNL
46,Andy Johnson,1959-1960,PHW
47,K.C. Jones*,1959-1960,BOS
48,Sam Jones*,1959-1960,BOS
49,Phil Jordon,1959-1960,CIN
50,Billy Kenville,1959-1960,DET
51,Red Kerr,1959-1960,SYR
52,Maury King,1959-1960,BOS
53,Jim Krebs,1959-1960,MNL
54,Rudy LaRusso,1959-1960,MNL
55,Slick Leonard*,1959-1960,MNL
56,Earl Lloyd*,1959-1960,DET
57,Jim Loscutoff,1959-1960,BOS
58,Clyde Lovellette*,1959-1960,STL
59,Nick Mantis,1959-1960,MNL
60,Slater Martin*,1959-1960,STL
61,Brendan McCann,1959-1960,NYK
62,Johnny McCarthy,1959-1960,STL
63,Dick McGuire*,1959-1960,DET
64,Jack McMahon,1959-1960,STL
65,Shellie McMillon,1959-1960,DET
66,Willie Naulls,1959-1960,NYK
67,Chuck Noble,1959-1960,DET
68,Togo Palazzi,1959-1960,SYR
69,Jim Palmer,1959-1960,NYK
69,Jim Palmer,1959-1960,CIN
70,Med Park,1959-1960,CIN
71,Bob Pettit*,1959-1960,STL
72,Dave Piontek,1959-1960,STL
72,Dave Piontek,1959-1960,CIN
73,Cal Ramsey,1959-1960,STL
73,Cal Ramsey,1959-1960,NYK
74,Frank Ramsey*,1959-1960,BOS
75,Jim Ray,1959-1960,SYR
76,Hub Reed,1959-1960,STL
76,Hub Reed,1959-1960,CIN
77,John Richter,1959-1960,BOS
78,Guy Rodgers*,1959-1960,PHW
79,Phil Rollins,1959-1960,CIN
80,Joe Ruklick,1959-1960,PHW
81,Bill Russell*,1959-1960,BOS
82,Woody Sauldsberry,1959-1960,PHW
83,Dolph Schayes*,1959-1960,SYR
84,Kenny Sears,1959-1960,NYK
85,Frank Selvy,1959-1960,SYR
85,Frank Selvy,1959-1960,MNL
86,Paul Seymour,1959-1960,SYR
88,Bill Sharman*,1959-1960,BOS
89,Gene Shue,1959-1960,DET
90,Bobby Smith,1959-1960,MNL
91,Ron Sobie,1959-1960,NYK
91,Ron Sobie,1959-1960,MNL
92,Guy Sparrow,1959-1960,PHW
93,Larry Staverman,1959-1960,CIN
94,Wayne Stevens,1959-1960,CIN
95,Jack Twyman*,1959-1960,CIN
96,Charlie Tyra,1959-1960,NYK
97,Win Wilfong,1959-1960,CIN
98,Tony Windis,1959-1960,DET
99,George Yardley*,1959-1960,SYR
