Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Stacey Arceneaux,F,25,STL,7,110,10.4,.405,,.232,,,,,,,,,,-0.1,0.0,-0.1,-0.036,,,,,
2,Paul Arizin*,SF,33,PHW,78,2785,14.8,.486,,.403,,,,,,,,,,3.9,2.5,6.3,.109,,,,,
3,Al Attles,PG,25,PHW,75,2468,10.8,.501,,.369,,,,,,,,,,2.8,2.4,5.2,.101,,,,,
4,Elgin Baylor*,SF,27,LAL,48,2129,26.5,.492,,.397,,,,,,,,,,4.9,3.0,7.9,.179,,,,,
5,Walt Bellamy*,C,22,CHP,79,3344,26.3,.554,,.455,,,,,,,,,,13.4,2.8,16.3,.233,,,,,
6,Al Bianchi,PG,29,SYR,80,1925,11.4,.437,,.261,,,,,,,,,,0.0,2.4,2.4,.059,,,,,
7,George Blaney,PG,22,NYK,36,363,7.8,.391,,.120,,,,,,,,,,-0.4,0.3,-0.1,-0.014,,,,,
8,Bucky Bockhorn,SG,28,CIN,80,3062,11.0,.469,,.203,,,,,,,,,,2.0,1.1,3.1,.049,,,,,
9,George Bon Salle,PF,26,CHP,3,9,0.1,.250,,.000,,,,,,,,,,-0.1,0.0,-0.1,-0.429,,,,,
10,Bob Boozer,PF,24,CIN,79,2488,13.3,.492,,.397,,,,,,,,,,2.8,1.1,3.9,.075,,,,,
11,Carl Braun,PG,34,BOS,48,414,10.7,.402,,.130,,,,,,,,,,-0.4,0.9,0.5,.053,,,,,
12,Joe Buckhalter,PF,24,CIN,63,728,14.5,.489,,.323,,,,,,,,,,0.9,0.4,1.2,.082,,,,,
13,Cleveland Buckner,PF,23,NYK,62,696,15.7,.469,,.362,,,,,,,,,,0.6,0.7,1.3,.087,,,,,
14,Dave Budd,SF,23,NYK,79,1370,11.6,.483,,.536,,,,,,,,,,1.2,1.1,2.3,.081,,,,,
15,Ed Burton,F,22,NYK,8,28,12.6,.476,,.286,,,,,,,,,,0.0,0.0,0.0,.075,,,,,
16,Donnie Butcher,PG,25,NYK,47,479,6.8,.372,,.445,,,,,,,,,,-0.6,0.4,-0.3,-0.026,,,,,
17,Al Butler,PG,23,TOT,59,2016,13.0,.496,,.241,,,,,,,,,,2.5,1.6,4.1,.098,,,,,
17,Al Butler,PG,23,BOS,5,47,17.4,.490,,.207,,,,,,,,,,0.1,0.1,0.2,.189,,,,,
17,Al Butler,PG,23,NYK,54,1969,12.9,.496,,.243,,,,,,,,,,2.4,1.5,3.9,.096,,,,,
18,Barney Cable,SF,26,TOT,67,1861,11.3,.439,,.242,,,,,,,,,,-0.1,0.9,0.7,.019,,,,,
