Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Curly Armstrong,G-F,31,FTW,63,,,.368,,.467,,,,,,,,,,-0.1,3.6,3.5,,,,,,
2,Cliff Barker,SG,29,INO,49,,,.435,,.387,,,,,,,,,,1.6,0.6,2.2,,,,,,
3,Leo Barnhorst,SF,25,CHS,67,,,.394,,.259,,,,,,,,,,0.9,2.8,3.6,,,,,,
4,Ed Bartels,F,24,TOT,15,,,.312,,.395,,,,,,,,,,-0.5,-0.1,-0.6,,,,,,
4,Ed Bartels,F,24,DNN,13,,,.308,,.378,,,,,,,,,,-0.5,-0.1,-0.6,,,,,,
4,Ed Bartels,F,24,NYK,2,,,.376,,.750,,,,,,,,,,0.0,0.0,0.0,,,,,,
5,Ralph Beard,G,22,INO,60,,,.422,,.301,,,,,,,,,,3.6,1.2,4.8,,,,,,
6,Gene Berce,G-F,23,TRI,3,,,.275,,.313,,,,,,,,,,-0.1,0.0,-0.1,,,,,,
7,Charlie Black,F-C,28,TOT,65,,,.346,,.395,,,,,,,,,,-2.2,5.0,2.8,,,,,,
7,Charlie Black,F-C,28,FTW,36,,,.362,,.480,,,,,,,,,,-0.7,2.2,1.5,,,,,,
7,Charlie Black,F-C,28,AND,29,,,.326,,.296,,,,,,,,,,-1.5,2.8,1.3,,,,,,
8,Nelson Bobb,PG,25,PHW,57,,,.396,,.528,,,,,,,,,,0.4,1.3,1.8,,,,,,
9,Jake Bornheimer,F-C,22,PHW,60,,,.356,,.384,,,,,,,,,,-0.7,1.5,0.8,,,,,,
10,Vince Boryla,SF,22,NYK,59,,,.426,,.445,,,,,,,,,,2.6,1.4,3.9,,,,,,
11,Don Boven,F-G,24,WAT,62,,,.461,,.625,,,,,,,,,,4.4,-0.7,3.8,,,,,,
12,Harry Boykoff,C,27,WAT,61,,,.479,,.375,,,,,,,,,,6.0,-0.7,5.3,,,,,,
13,Joe Bradley,G,21,CHS,46,,,.289,,.284,,,,,,,,,,-1.0,0.7,-0.3,,,,,,
14,Bob Brannum,PF,24,SHE,59,,,.408,,.494,,,,,,,,,,2.1,-0.5,1.6,,,,,,
15,Carl Braun,G-F,22,NYK,67,,,.434,,.365,,,,,,,,,,5.2,1.9,7.2,,,,,,
16,Frankie Brian,G,26,AND,64,,,.415,,.422,,,,,,,,,,3.6,5.6,9.2,,,,,,
17,Price Brookfield,F-G,29,ROC,7,,,.592,,.565,,,,,,,,,,0.5,0.1,0.5,,,,,,
18,Bob Brown,F,26,DNN,62,,,.414,,.330,,,,,,,,,,2.1,-0.9,1.2,,,,,,
19,Jim Browne,C,20,DNN,31,,,.392,,.563,,,,,,,,,,0.1,-0.1,0.0,,,,,,
20,Walt Budko,PF,24,BLB,66,,,.388,,.403,,,,,,,,,,0.7,2.0,2.7,,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
21,Jack Burmaster,G,23,SHE,61,,,.378,,.256,,,,,,,,,,0.1,-0.4,-0.4,,,,,,
22,Tommy Byrnes,F-G,26,BLB,53,,,.362,,.312,,,,,,,,,,-0.5,0.9,0.3,,,,,,
23,Bill Calhoun,SG,22,ROC,62,,,.439,,.370,,,,,,,,,,3.0,1.5,4.5,,,,,,
24,Don Carlson,G-F,30,MNL,57,,,.402,,.328,,,,,,,,,,0.7,1.9,2.6,,,,,,
25,Bob Carpenter,F-C,32,FTW,66,,,.421,,.415,,,,,,,,,,2.2,2.8,5.0,,,,,,
26,Jake Carter,F-C,25,TOT,24,,,.417,,.707,,,,,,,,,,0.3,0.4,0.7,,,,,,
26,Jake Carter,F-C,25,DNN,13,,,.390,,.578,,,,,,,,,,0.1,-0.1,0.0,,,,,,
26,Jake Carter,F-C,25,AND,11,,,.454,,.900,,,,,,,,,,0.2,0.5,0.7,,,,,,
27,Al Cervi*,PG,32,SYR,56,,,.491,,.803,,,,,,,,,,5.9,3.4,9.3,,,,,,
