Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Al Attles,PG,26,SFW,71,1876,10.6,.510,,.327,,,,,,,,,,2.2,1.2,3.4,.086,,,,,
2,Dick Barnett,SG,26,LAL,80,2544,16.3,.533,,.362,,,,,,,,,,5.9,2.1,8.0,.150,,,,,
3,John Barnhill,SG,24,STL,77,2692,11.7,.474,,.304,,,,,,,,,,1.3,3.3,4.6,.082,,,,,
4,Elgin Baylor*,SF,28,LAL,80,3370,26.6,.519,,.348,,,,,,,,,,9.3,5.1,14.4,.205,,,,,
5,Zelmo Beaty,C,23,STL,80,1918,14.3,.501,,.453,,,,,,,,,,2.1,3.1,5.2,.131,,,,,
6,Walt Bellamy*,C,23,CHZ,80,3306,24.9,.571,,.515,,,,,,,,,,12.6,1.1,13.7,.199,,,,,
7,Al Bianchi,SG,30,SYR,61,1159,12.5,.478,,.345,,,,,,,,,,0.8,1.1,1.9,.079,,,,,
8,Bucky Bockhorn,SG,29,CIN,80,2612,9.2,.440,,.254,,,,,,,,,,-0.7,1.2,0.5,.010,,,,,
9,Bob Boozer,PF,25,CIN,79,2488,14.4,.493,,.356,,,,,,,,,,2.3,1.6,3.9,.075,,,,,
10,Bill Bridges,PF,23,STL,27,374,14.3,.449,,.319,,,,,,,,,,-0.1,0.7,0.6,.079,,,,,
11,Joe Buckhalter,PF,25,CIN,2,12,-2.8,.170,,.400,,,,,,,,,,-0.1,0.0,-0.1,-0.329,,,,,
12,Cleveland Buckner,PF,24,NYK,6,27,14.0,.510,,.400,,,,,,,,,,0.0,0.0,0.1,.102,,,,,
13,Dave Budd,SF,24,NYK,78,1725,13.8,.540,,.339,,,,,,,,,,3.2,0.9,4.1,.113,,,,,
14,Donnie Butcher,SG,26,NYK,68,1193,11.4,.466,,.458,,,,,,,,,,0.4,0.6,1.1,.043,,,,,
15,Al Butler,PG,24,NYK,74,1488,13.8,.487,,.277,,,,,,,,,,1.4,0.7,2.1,.068,,,,,
16,Barney Cable,SF,27,TOT,61,1203,10.7,.483,,.253,,,,,,,,,,0.7,0.9,1.6,.066,,,,,
16,Barney Cable,SF,27,STL,42,662,12.2,.523,,.292,,,,,,,,,,1.0,0.8,1.8,.127,,,,,
16,Barney Cable,SF,27,CHZ,19,541,9.0,.429,,.201,,,,,,,,,,-0.2,0.1,-0.1,-0.010,,,,,
17,Wilt Chamberlain*,C,26,SFW,80,3806,31.8,.550,,.402,,,,,,,,,,16.0,5.0,20.9,.264,,,,,
18,Len Chappell,PF,22,SYR,80,1241,17.2,.501,,.394,,,,,,,,,,1.7,1.5,3.2,.123,,,,,
19,Gene Conley,PF,32,NYK,70,1544,10.7,.430,,.286,,,,,,,,,,-1.0,0.9,-0.1,-0.002,,,,,
20,Larry Costello,PG,31,SYR,78,2066,13.8,.534,,.495,,,,,,,,,,3.6,2.1,5.7,.132,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
21,Bob Cousy*,PG,34,BOS,76,1975,16.6,.448,,.302,,,,,,,,,,0.1,5.1,5.2,.126,,,,,
22,Johnny Cox,SG,26,CHZ,73,1685,10.3,.457,,.238,,,,,,,,,,0.1,0.4,0.5,.015,,,,,
23,Dave DeBusschere*,SF,22,DET,80,2352,14.5,.476,,.304,,,,,,,,,,1.3,2.3,3.6,.074,,,,,
24,Terry Dischinger,SF,22,CHZ,57,2294,20.8,.578,,.509,,,,,,,,,,8.6,0.5,9.2,.192,,,,,
25,Danny Doyle,PF,22,DET,4,25,22.2,.563,,.417,,,,,,,,,,0.1,0.0,0.1,.216,,,,,
26,Bob Duffy,PG,22,STL,42,435,10.6,.403,,.224,,,,,,,,,,-0.5,0.6,0.1,.010,,,,,
27,Walter Dukes,C,32,DET,62,913,10.0,.423,,.537,,,,,,,,,,-0.5,1.0,0.5,.027,,,,,
28,Johnny Egan,PG,24,DET,46,752,9.8,.418,,.233,,,,,,,,,,-0.5,0.6,0.0,.001,,,,,
29,Leroy Ellis,C,22,LAL,80,1628,11.4,.466,,.381,,,,,,,,,,0.4,1.9,2.3,.067,,,,,
30,Wayne Embry*,C,25,CIN,76,2511,18.2,.507,,.441,,,,,,,,,,3.8,1.8,5.6,.108,,,,,
31,Mike Farmer,SF,26,STL,80,1724,12.0,.477,,.247,,,,,,,,,,0.9,2.3,3.2,.089,,,,,
32,Dave Fedor,F,22,SFW,7,27,2.2,.287,,.100,,,,,,,,,,-0.1,0.0,-0.1,-0.128,,,,,
33,Al Ferrari,G-F,29,CHZ,18,138,6.5,.427,,.459,,,,,,,,,,-0.1,0.0,0.0,-0.010,,,,,
34,Bob Ferry,C,25,DET,79,2479,12.6,.473,,.345,,,,,,,,,,1.2,2.0,3.1,.061,,,,,
35,Jack Foley,F,23,TOT,11,83,15.6,.460,,.294,,,,,,,,,,0.0,0.1,0.1,.057,,,,,
35,Jack Foley,F,23,BOS,5,46,17.9,.542,,.308,,,,,,,,,,0.1,0.1,0.2,.202,,,,,
35,Jack Foley,F,23,NYK,6,37,12.7,.374,,.280,,,,,,,,,,-0.1,0.0,-0.1,-0.123,,,,,
36,Dave Gambee,SF,25,SYR,60,1234,14.6,.521,,.443,,,,,,,,,,2.2,1.1,3.3,.129,,,,,
37,Tom Gola*,SF-SG,30,TOT,73,2670,12.0,.505,,.277,,,,,,,,,,2.6,1.7,4.4,.078,,,,,
37,Tom Gola*,SG,30,SFW,21,822,10.5,.500,,.272,,,,,,,,,,0.7,0.6,1.3,.076,,,,,
37,Tom Gola*,SF,30,NYK,52,1848,12.7,.507,,.279,,,,,,,,,,2.0,1.1,3.1,.079,,,,,
38,Johnny Green,PF,29,NYK,80,2553,19.0,.497,,.348,,,,,,,,,,3.3,1.8,5.1,.096,,,,,
39,Si Green,PG,29,CHZ,73,2648,11.4,.465,,.391,,,,,,,,,,0.9,0.7,1.6,.029,,,,,
40,Hal Greer*,SG,26,SYR,80,2631,17.3,.526,,.336,,,,,,,,,,5.7,2.5,8.2,.149,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
41,Gene Guarilia,SF,25,BOS,11,83,3.1,.303,,.289,,,,,,,,,,-0.4,0.1,-0.2,-0.131,,,,,
