Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Mahdi Abdul-Rahman,SG,23,LAL,80,2198,14.9,.492,,.256,,,,24.6,,,,,,2.8,1.7,4.5,.099,,,,,
2,Jay Arnette,G,27,CIN,3,14,-9.0,.167,,.000,,,,0.0,,,,,,-0.1,0.0,-0.1,-0.301,,,,,
3,Al Attles,PG,29,SFW,79,2053,13.2,.528,,.348,,,,14.7,,,,,,3.6,2.0,5.6,.131,,,,,
4,Jim Barnes,PF,24,TOT,73,2191,12.8,.476,,.379,,,,5.5,,,,,,1.3,1.6,2.9,.063,,,,,
4,Jim Barnes,PF,24,NYK,7,263,12.3,.507,,.467,,,,4.4,,,,,,0.3,0.1,0.4,.071,,,,,
4,Jim Barnes,PF,24,BAL,66,1928,12.9,.472,,.368,,,,5.7,,,,,,1.0,1.5,2.5,.062,,,,,
5,Dick Barnett,SG,29,NYK,75,2589,18.4,.537,,.450,,,,14.7,,,,,,7.5,0.5,8.0,.149,,,,,
6,John Barnhill,PG,27,TOT,76,1617,10.8,.436,,.304,,,,16.3,,,,,,-0.3,1.5,1.1,.034,,,,,
6,John Barnhill,PG,27,STL,31,691,11.8,.466,,.354,,,,16.5,,,,,,0.3,0.5,0.9,.059,,,,,
6,John Barnhill,PG,27,DET,45,926,10.0,.415,,.270,,,,16.2,,,,,,-0.7,0.9,0.3,.015,,,,,
7,Rick Barry*,SF,21,SFW,80,2990,20.0,.518,,.389,,,,8.6,,,,,,7.2,3.2,10.4,.167,,,,,
8,Elgin Baylor*,SF,31,LAL,65,1975,16.9,.456,,.326,,,,15.7,,,,,,0.5,2.0,2.6,.062,,,,,
9,Zelmo Beaty,C,26,STL,80,3072,18.5,.535,,.430,,,,6.0,,,,,,7.3,3.0,10.3,.161,,,,,
10,Walt Bellamy*,C,26,TOT,80,3352,19.3,.543,,.502,,,,9.8,,,,,,8.3,1.2,9.5,.136,,,,,
10,Walt Bellamy*,C,26,BAL,8,268,17.7,.495,,.540,,,,9.3,,,,,,0.4,0.2,0.6,.108,,,,,
10,Walt Bellamy*,C,26,NYK,72,3084,19.4,.548,,.498,,,,9.8,,,,,,7.9,1.0,8.9,.139,,,,,
11,Al Bianchi,PG,33,PHI,78,1312,7.1,.410,,.175,,,,13.0,,,,,,-1.2,1.4,0.2,.006,,,,,
12,Ron Bonham,SG,23,BOS,39,312,13.1,.436,,.295,,,,5.3,,,,,,-0.2,0.4,0.2,.028,,,,,
13,Bob Boozer,PF,28,LAL,78,1847,16.4,.542,,.383,,,,6.4,,,,,,4.3,1.6,5.8,.151,,,,,
14,Gary Bradds,SF,23,BAL,3,15,18.0,.451,,.667,,,,8.3,,,,,,0.0,0.0,0.0,.057,,,,,
15,Jesse Branson,SF,24,PHI,5,14,10.3,.322,,.667,,,,8.1,,,,,,-0.1,0.0,0.0,-0.060,,,,,
16,Bill Bridges,PF,26,STL,78,2677,13.9,.465,,.393,,,,10.5,,,,,,1.1,2.9,3.9,.070,,,,,
17,Em Bryant,PG,27,NYK,71,1193,13.1,.505,,.225,,,,24.3,,,,,,1.6,0.3,2.0,.079,,,,,
18,Bill Buntin,C,23,DET,42,713,13.3,.448,,.478,,,,6.8,,,,,,0.0,0.9,0.9,.062,,,,,
19,Donnie Butcher,PG,29,DET,15,285,10.7,.487,,.354,,,,14.1,,,,,,0.3,0.3,0.5,.088,,,,,
20,Joe Caldwell,SF,24,TOT,79,1857,15.3,.477,,.271,,,,10.1,,,,,,1.6,1.8,3.3,.087,,,,,
20,Joe Caldwell,SF,24,DET,33,716,15.3,.459,,.260,,,,12.9,,,,,,0.2,0.9,1.1,.077,,,,,
20,Joe Caldwell,SF,24,STL,46,1141,15.3,.487,,.277,,,,8.3,,,,,,1.4,0.9,2.2,.093,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
21,Wilt Chamberlain*,C,29,PHI,79,3737,28.3,.547,,.490,,,,16.8,,,,,,12.9,8.5,21.4,.275,,,,,
22,Len Chappell,PF,25,NYK,46,545,11.2,.452,,.328,,,,6.4,,,,,,0.0,0.1,0.1,.013,,,,,
23,Barry Clemens,SF,22,NYK,70,877,10.7,.442,,.199,,,,10.3,,,,,,-0.2,0.2,0.1,.003,,,,,
24,Mel Counts,C,24,BOS,67,1021,16.4,.459,,.264,,,,7.1,,,,,,0.3,2.6,2.9,.137,,,,,
25,Billy Cunningham*,SF,22,PHI,80,2134,15.7,.474,,.438,,,,13.0,,,,,,1.7,3.3,5.0,.112,,,,,
26,Dave DeBusschere*,SF,25,DET,79,2696,15.7,.447,,.294,,,,10.9,,,,,,-0.1,3.7,3.7,.065,,,,,
27,Connie Dierking,C,29,CIN,57,782,11.6,.444,,.255,,,,7.2,,,,,,-0.1,0.6,0.5,.031,,,,,
28,Johnny Egan,PG,27,TOT,76,1644,13.7,.513,,.395,,,,21.4,,,,,,2.5,1.1,3.6,.104,,,,,
28,Johnny Egan,PG,27,NYK,7,58,10.4,.417,,.625,,,,28.8,,,,,,0.0,0.0,0.0,-0.003,,,,,
28,Johnny Egan,PG,27,BAL,69,1586,13.8,.516,,.389,,,,21.1,,,,,,2.5,1.0,3.6,.108,,,,,
29,Leroy Ellis,C,25,LAL,80,2219,13.0,.467,,.276,,,,4.4,,,,,,0.9,1.9,2.8,.062,,,,,
30,Wayne Embry*,C,28,CIN,80,1882,9.2,.454,,.415,,,,5.3,,,,,,0.2,1.3,1.5,.038,,,,,
31,Keith Erickson,SF,21,SFW,64,646,8.3,.394,,.243,,,,7.6,,,,,,-0.9,0.7,-0.2,-0.016,,,,,
32,John Fairchild,SF,22,LAL,30,171,3.9,.307,,.225,,,,8.0,,,,,,-0.7,0.1,-0.6,-0.166,,,,,
33,Mike Farmer,SF,29,STL,9,79,11.6,.466,,.167,,,,10.6,,,,,,0.0,0.1,0.1,.059,,,,,
34,Bob Ferry,C,28,BAL,66,1229,12.3,.457,,.344,,,,11.6,,,,,,0.3,0.9,1.2,.047,,,,,
35,Will Frazier,PF,23,SFW,2,9,0.5,.102,,.500,,,,12.0,,,,,,-0.1,0.0,-0.1,-0.385,,,,,
36,Dave Gambee,SF,28,PHI,72,1068,12.6,.477,,.428,,,,8.4,,,,,,0.8,1.4,2.2,.101,,,,,
37,Tom Gola*,SG,33,NYK,74,1127,12.2,.514,,.387,,,,20.8,,,,,,1.3,0.4,1.7,.071,,,,,
