Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
61,Brendan McCann,PG,24,NYK,4,29,8.3,.221,,.300,,,,,,,,,,-0.1,0.0,-0.1,-0.141,,,,,
62,Johnny McCarthy,SG,25,STL,75,2383,7.7,.379,,.310,,,,,,,,,,-1.8,1.7,-0.1,-0.002,,,,,
63,Dick McGuire*,PG,34,DET,68,1466,16.4,.491,,.500,,,,,,,,,,2.3,1.7,4.0,.131,,,,,
64,Jack McMahon,PG,31,STL,25,334,6.4,.388,,.312,,,,,,,,,,-0.2,0.2,0.0,.006,,,,,
65,Shellie McMillon,SF,23,DET,75,1416,13.7,.466,,.317,,,,,,,,,,1.4,1.1,2.5,.086,,,,,
66,Willie Naulls,SF,25,NYK,65,2250,20.0,.483,,.266,,,,,,,,,,4.1,1.2,5.3,.113,,,,,
67,Chuck Noble,SG,28,DET,58,1621,10.9,.391,,.178,,,,,,,,,,-1.3,1.4,0.0,.000,,,,,
68,Togo Palazzi,SF,27,SYR,7,70,6.0,.337,,.195,,,,,,,,,,-0.2,0.1,-0.2,-0.113,,,,,
69,Jim Palmer,C,26,TOT,74,1482,11.5,.470,,.303,,,,,,,,,,1.4,0.5,1.9,.062,,,,,
69,Jim Palmer,C,26,CIN,20,400,13.3,.505,,.355,,,,,,,,,,0.7,0.1,0.8,.098,,,,,
69,Jim Palmer,C,26,NYK,54,1082,10.8,.456,,.284,,,,,,,,,,0.7,0.4,1.1,.049,,,,,
70,Med Park,SG,26,CIN,74,1849,11.2,.460,,.447,,,,,,,,,,1.5,0.4,1.9,.049,,,,,
71,Bob Pettit*,PF,27,STL,72,2896,23.7,.510,,.473,,,,,,,,,,8.4,3.2,11.5,.191,,,,,
72,Dave Piontek,SF,25,TOT,77,1833,11.1,.436,,.277,,,,,,,,,,0.4,0.7,1.1,.028,,,,,
72,Dave Piontek,F-C,25,CIN,52,1111,13.8,.443,,.230,,,,,,,,,,0.5,0.3,0.8,.032,,,,,
72,Dave Piontek,SF,25,STL,25,722,6.9,.420,,.406,,,,,,,,,,-0.1,0.4,0.3,.021,,,,,
73,Cal Ramsey,SF,22,TOT,11,195,13.7,.439,,.344,,,,,,,,,,0.1,0.1,0.2,.039,,,,,
73,Cal Ramsey,SF,22,STL,4,35,15.2,.409,,.211,,,,,,,,,,0.0,0.0,0.0,.015,,,,,
73,Cal Ramsey,SF,22,NYK,7,160,13.4,.446,,.377,,,,,,,,,,0.1,0.1,0.1,.045,,,,,
74,Frank Ramsey*,SG,28,BOS,73,2009,14.5,.460,,.327,,,,,,,,,,2.0,3.4,5.3,.128,,,,,
75,Jim Ray,G,26,SYR,4,21,-3.5,.167,,.000,,,,,,,,,,-0.1,0.0,-0.1,-0.158,,,,,
76,Hub Reed,PF-C,23,TOT,71,1820,12.9,.494,,.306,,,,,,,,,,2.4,0.5,2.8,.075,,,,,
76,Hub Reed,C,23,STL,2,17,0.7,.333,,.000,,,,,,,,,,0.0,0.0,0.0,-0.028,,,,,
76,Hub Reed,PF,23,CIN,69,1803,13.0,.495,,.308,,,,,,,,,,2.4,0.5,2.8,.076,,,,,
77,John Richter,C,22,BOS,66,808,8.1,.372,,.352,,,,,,,,,,-1.1,1.6,0.4,.026,,,,,
78,Guy Rodgers*,PG,24,PHW,68,2483,11.8,.414,,.208,,,,,,,,,,0.0,4.3,4.3,.084,,,,,
79,Phil Rollins,PG,26,CIN,72,1235,11.6,.445,,.329,,,,,,,,,,0.7,0.3,1.1,.041,,,,,
80,Joe Ruklick,PF,21,PHW,39,384,13.3,.426,,.168,,,,,,,,,,0.0,0.7,0.6,.081,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
81,Bill Russell*,C,25,BOS,74,3146,20.1,.496,,.330,,,,,,,,,,4.9,8.9,13.8,.211,,,,,
82,Woody Sauldsberry,PF,25,PHW,71,1848,7.2,.346,,.106,,,,,,,,,,-4.5,2.6,-1.8,-0.048,,,,,
83,Dolph Schayes*,PF,31,SYR,75,2741,20.5,.496,,.415,,,,,,,,,,6.2,3.3,9.5,.167,,,,,
84,Kenny Sears,PF,26,NYK,64,2099,21.8,.567,,.484,,,,,,,,,,7.6,1.2,8.8,.201,,,,,
85,Frank Selvy,SG,27,TOT,62,1308,12.4,.460,,.399,,,,,,,,,,1.2,1.1,2.3,.084,,,,,
85,Frank Selvy,SG,27,SYR,19,217,14.4,.447,,.511,,,,,,,,,,0.2,0.2,0.4,.085,,,,,
85,Frank Selvy,SG,27,MNL,43,1091,12.0,.462,,.375,,,,,,,,,,1.0,0.9,1.9,.083,,,,,
86,Paul Seymour,G-F,32,SYR,4,7,-17.1,.000,,.000,,,,,,,,,,-0.1,0.0,-0.1,-0.596,,,,,
87,Chuck Share,C,32,TOT,41,651,,.459,,.530,,,,,,,,,,,,,,,,,,
88,Bill Sharman*,SG,33,BOS,71,1916,18.5,.506,,.238,,,,,,,,,,5.4,2.5,7.9,.198,,,,,
89,Gene Shue,PG,28,DET,75,3338,15.6,.492,,.360,,,,,,,,,,6.3,2.1,8.5,.122,,,,,
90,Bobby Smith,G,22,MNL,10,130,7.4,.303,,.296,,,,,,,,,,-0.4,0.2,-0.3,-0.095,,,,,
91,Ron Sobie,PG,25,TOT,16,234,11.1,.422,,.343,,,,,,,,,,0.0,0.1,0.1,.016,,,,,
91,Ron Sobie,G,25,NYK,15,221,11.7,.430,,.346,,,,,,,,,,0.0,0.1,0.1,.024,,,,,
91,Ron Sobie,PG,25,MNL,1,13,-0.8,.225,,.250,,,,,,,,,,0.0,0.0,0.0,-0.121,,,,,
92,Guy Sparrow,F,27,PHW,11,80,3.8,.309,,.178,,,,,,,,,,-0.3,0.1,-0.2,-0.105,,,,,
93,Larry Staverman,PF,23,CIN,49,479,14.5,.528,,.430,,,,,,,,,,1.0,0.1,1.1,.112,,,,,
94,Wayne Stevens,F,23,CIN,8,49,6.1,.278,,.526,,,,,,,,,,-0.2,0.0,-0.2,-0.169,,,,,
95,Jack Twyman*,SF,25,CIN,75,3023,21.1,.487,,.369,,,,,,,,,,7.6,0.7,8.3,.131,,,,,
96,Charlie Tyra,C,24,NYK,74,2033,12.8,.456,,.199,,,,,,,,,,1.4,0.8,2.3,.053,,,,,
97,Win Wilfong,PG,26,CIN,72,1992,11.0,.425,,.271,,,,,,,,,,0.2,0.5,0.6,.015,,,,,
98,Tony Windis,PG,27,DET,9,193,7.5,.287,,.100,,,,,,,,,,-0.4,0.2,-0.2,-0.057,,,,,
99,George Yardley*,SF,31,SYR,73,2402,18.2,.522,,.388,,,,,,,,,,6.9,2.1,9.0,.179,,,,,
