Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Gary Alcorn,C,24,LAL,20,174,2.5,.356,,.200,,,,,,,,,,-0.2,0.2,0.0,-0.002,,,,,
2,Paul Arizin*,SF,32,PHW,79,2935,17.1,.506,,.418,,,,,,,,,,6.7,3.0,9.7,.159,,,,,
3,Al Attles,PG,24,PHW,77,1544,8.8,.440,,.298,,,,,,,,,,0.4,1.5,1.9,.058,,,,,
4,Dick Barnett,SG,24,SYR,78,2070,17.1,.492,,.282,,,,,,,,,,4.1,1.7,5.8,.135,,,,,
5,Elgin Baylor*,SF,26,LAL,73,3133,28.2,.498,,.398,,,,,,,,,,9.1,5.7,14.8,.227,,,,,
6,Ernie Beck,SG,29,TOT,10,82,12.5,.405,,.241,,,,,,,,,,0.0,0.1,0.1,.064,,,,,
6,Ernie Beck,SG,29,STL,7,62,12.1,.409,,.238,,,,,,,,,,0.0,0.1,0.1,.071,,,,,
6,Ernie Beck,SG,29,SYR,3,20,13.6,.394,,.250,,,,,,,,,,0.0,0.0,0.0,.039,,,,,
7,Whitey Bell,PG,28,NYK,5,45,4.8,.388,,.167,,,,,,,,,,-0.1,0.0,0.0,-0.043,,,,,
8,Al Bianchi,PG,28,SYR,52,667,8.8,.389,,.254,,,,,,,,,,-0.8,0.6,-0.1,-0.010,,,,,
9,Bucky Bockhorn,SG,27,CIN,79,2669,10.4,.431,,.196,,,,,,,,,,0.1,0.1,0.3,.005,,,,,
10,Bob Boozer,PF,23,CIN,79,1573,13.0,.468,,.410,,,,,,,,,,1.3,0.1,1.4,.042,,,,,
11,Carl Braun,PG,33,NYK,15,218,14.8,.499,,.177,,,,,,,,,,0.4,0.1,0.4,.097,,,,,
12,Dave Budd,SF,22,NYK,61,1075,10.7,.475,,.371,,,,,,,,,,0.9,0.3,1.2,.055,,,,,
13,Barney Cable,SF,25,SYR,75,1642,11.4,.487,,.188,,,,,,,,,,1.7,1.6,3.3,.096,,,,,
14,Wilt Chamberlain*,C,24,PHW,79,3773,27.8,.519,,.429,,,,,,,,,,12.3,6.5,18.8,.240,,,,,
15,Gene Conley,PF,30,BOS,75,1242,11.0,.420,,.309,,,,,,,,,,-0.5,3.2,2.8,.107,,,,,
16,Ed Conlin,SF,27,PHW,77,1294,10.0,.406,,.232,,,,,,,,,,-0.9,1.4,0.5,.018,,,,,
17,Larry Costello,PG,29,SYR,75,2167,17.2,.546,,.400,,,,,,,,,,6.3,2.3,8.6,.190,,,,,
18,Bob Cousy*,PG,32,BOS,76,2468,17.4,.436,,.327,,,,,,,,,,0.9,6.3,7.2,.140,,,,,
19,Ralph Davis,SG,22,CIN,73,1210,8.2,.418,,.115,,,,,,,,,,-0.2,0.1,-0.2,-0.007,,,,,
20,Archie Dees,C,24,DET,28,308,12.9,.466,,.348,,,,,,,,,,0.3,0.1,0.4,.062,,,,,
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
21,Walter Dukes,C,30,DET,73,2044,16.3,.484,,.567,,,,,,,,,,2.4,1.4,3.7,.088,,,,,
22,Wayne Embry*,C,23,CIN,79,2233,16.2,.490,,.326,,,,,,,,,,3.3,0.1,3.4,.073,,,,,
23,Mike Farmer,SF,24,TOT,59,1301,10.2,.427,,.204,,,,,,,,,,-0.2,0.1,-0.1,-0.004,,,,,
23,Mike Farmer,SF,24,NYK,2,6,-4.8,.000,,.000,,,,,,,,,,0.0,0.0,0.0,-0.170,,,,,
23,Mike Farmer,SF,24,CIN,57,1295,10.2,.428,,.204,,,,,,,,,,-0.1,0.1,-0.1,-0.003,,,,,
24,Ray Felix,C,30,LAL,78,1510,9.6,.433,,.380,,,,,,,,,,-0.1,1.9,1.8,.057,,,,,
25,Al Ferrari,SG,27,STL,63,1031,8.5,.434,,.354,,,,,,,,,,0.2,1.2,1.4,.066,,,,,
26,Bob Ferry,C,23,DET,79,1657,16.5,.500,,.329,,,,,,,,,,3.1,0.8,3.9,.113,,,,,
27,Larry Foust,C,32,STL,68,1208,13.7,.475,,.425,,,,,,,,,,1.3,1.8,3.1,.124,,,,,
28,Dave Gambee,SF,23,SYR,79,2090,14.7,.492,,.372,,,,,,,,,,3.3,2.0,5.3,.121,,,,,
29,Dick Garmaker,PG,28,NYK,71,2238,13.7,.502,,.380,,,,,,,,,,4.1,0.6,4.7,.101,,,,,
