Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Paul Arizin*,SF,27,PHW,72,2724,21.3,.526,,.454,,,,,,,,,,10.2,2.0,12.2,.214,,,,,
2,Jesse Arnelle,PF,22,FTW,31,409,12.6,.378,,.421,,,,,,,,,,-0.6,0.6,0.0,-0.001,,,,,
3,Dick Atha,SG,24,NYK,25,288,11.4,.466,,.307,,,,,,,,,,0.3,0.2,0.5,.076,,,,,
4,Jim Baechtold,SF,28,NYK,70,1738,14.2,.467,,.419,,,,,,,,,,2.3,0.8,3.2,.088,,,,,
5,Ernie Barrett,SG,26,BOS,72,1451,11.2,.433,,.221,,,,,,,,,,0.5,1.0,1.5,.051,,,,,
6,Ernie Beck,SG,24,PHW,67,1007,11.7,.438,,.302,,,,,,,,,,0.4,0.8,1.1,.053,,,,,
7,Don Bielke,C,,FTW,7,38,12.2,.579,,.778,,,,,,,,,,0.1,0.0,0.2,.198,,,,,
8,Carl Braun,SG,28,NYK,72,2316,15.2,.451,,.359,,,,,,,,,,2.4,1.2,3.6,.075,,,,,
9,Frankie Brian,PG,32,FTW,37,680,9.4,.378,,.335,,,,,,,,,,-0.8,0.6,-0.2,-0.016,,,,,
10,Nathaniel Clifton*,PF,33,NYK,64,1537,13.9,.449,,.353,,,,,,,,,,1.1,1.0,2.1,.067,,,,,
11,Jack Coleman,PF,31,TOT,75,2738,15.1,.453,,.263,,,,,,,,,,2.2,4.1,6.4,.112,,,,,
11,Jack Coleman,PF,31,ROC,34,1369,15.2,.454,,.264,,,,,,,,,,1.1,2.3,3.4,.119,,,,,
11,Jack Coleman,PF,31,STL,41,1369,15.1,.453,,.262,,,,,,,,,,1.1,1.9,3.0,.105,,,,,
12,Ed Conlin,SF,22,SYR,66,1423,13.8,.416,,.310,,,,,,,,,,-0.2,2.2,2.0,.068,,,,,
13,Chuck Cooper*,SF,29,TOT,67,1144,9.3,.412,,.432,,,,,,,,,,-0.2,1.3,1.1,.045,,,,,
13,Chuck Cooper*,F,29,STL,35,574,12.3,.426,,.488,,,,,,,,,,0.1,0.8,0.9,.074,,,,,
13,Chuck Cooper*,SF,29,FTW,32,570,6.4,.394,,.360,,,,,,,,,,-0.3,0.5,0.2,.016,,,,,
