Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Forest Able,G,24,SYR,1,1,-41.1,.000,,.000,,,,,,,,,,0.0,0.0,0.0,-2.062,,,,,
2,Paul Arizin*,SF,28,PHW,71,2767,22.2,.515,,.491,,,,,,,,,,10.7,1.6,12.3,.213,,,,,
3,Bob Armstrong,C-F,23,PHW,19,110,7.8,.331,,.324,,,,,,,,,,-0.2,0.1,-0.1,-0.063,,,,,
4,Jim Baechtold,SF,29,NYK,45,462,15.3,.458,,.447,,,,,,,,,,0.6,0.3,0.9,.096,,,,,
5,John Barber,F,29,STL,5,19,4.2,.329,,.750,,,,,,,,,,-0.1,0.0,0.0,-0.108,,,,,
6,Ernie Beck,SG,25,PHW,72,1743,11.7,.434,,.309,,,,,,,,,,1.0,1.1,2.1,.057,,,,,
7,Irv Bemoras,SF,26,STL,62,983,7.0,.369,,.268,,,,,,,,,,-1.3,0.6,-0.6,-0.031,,,,,
8,Gary Bergen,C,24,NYK,6,40,4.7,.337,,.182,,,,,,,,,,-0.1,0.0,0.0,-0.044,,,,,
9,Al Bianchi,PG,24,SYR,68,1577,9.6,.419,,.422,,,,,,,,,,0.2,1.3,1.5,.046,,,,,
10,Carl Braun,PG,29,NYK,72,2345,13.8,.444,,.305,,,,,,,,,,2.3,1.4,3.7,.077,,,,,
11,Bob Burrow,C,22,ROC,67,1028,13.1,.440,,.577,,,,,,,,,,0.7,1.6,2.3,.106,,,,,
12,Nathaniel Clifton*,PF,34,NYK,71,2231,12.1,.417,,.265,,,,,,,,,,0.2,1.6,1.8,.040,,,,,
13,Jack Coleman,PF,32,STL,72,2145,14.6,.446,,.208,,,,,,,,,,1.7,2.4,4.1,.091,,,,,
14,Ed Conlin,SG,23,SYR,71,2250,15.4,.450,,.411,,,,,,,,,,2.5,2.2,4.7,.101,,,,,
15,Larry Costello,PG,25,PHW,72,2111,11.3,.460,,.447,,,,,,,,,,2.1,1.3,3.4,.077,,,,,
16,Bob Cousy*,PG,28,BOS,64,2364,21.0,.452,,.350,,,,,,,,,,4.0,4.7,8.8,.178,,,,,
17,Walt Davis,PF,26,PHW,65,1250,9.8,.445,,.243,,,,,,,,,,0.8,0.8,1.6,.060,,,,,
18,George Dempsey,PG,27,PHW,71,1147,13.4,.466,,.338,,,,,,,,,,1.3,0.8,2.1,.089,,,,,
